dbpedia1_city_89,geonames_city_21567,true
dbpedia1_city_89,geonames_city_22257,false
dbpedia1_city_89,geonames_city_7735,false
dbpedia1_city_2914,geonames_city_7872,true
dbpedia1_city_2915,geonames_city_7872,true
dbpedia1_city_1169,geonames_city_20887,true
dbpedia1_city_1625,geonames_city_20887,true
dbpedia1_city_1613,geonames_city_5880,false
dbpedia1_city_1613,geonames_city_20167,false
dbpedia1_city_1613,geonames_city_16792,false
dbpedia1_city_811,geonames_city_21506,true
dbpedia1_city_811,geonames_city_4963,false
dbpedia1_city_1136,geonames_city_21694,false
dbpedia1_city_1136,geonames_city_21085,true
dbpedia1_city_2080,geonames_city_21694,false
dbpedia1_city_2080,geonames_city_21085,true
dbpedia1_city_1640,geonames_city_20890,false
dbpedia1_city_1640,geonames_city_20598,false
dbpedia1_city_1640,geonames_city_22259,true
dbpedia1_city_84,geonames_city_20890,false
dbpedia1_city_84,geonames_city_20598,false
dbpedia1_city_84,geonames_city_22259,true
dbpedia1_city_1695,geonames_city_20893,false
dbpedia1_city_1695,geonames_city_20994,true
dbpedia1_city_1695,geonames_city_528,false
dbpedia1_city_1695,geonames_city_21277,false
dbpedia1_city_1695,geonames_city_22260,false
dbpedia1_city_1139,geonames_city_20708,false
dbpedia1_city_1139,geonames_city_21422,true
dbpedia1_city_1139,geonames_city_22033,false
dbpedia1_city_1139,geonames_city_15464,false
dbpedia1_city_898,geonames_city_20600,true
dbpedia1_city_898,geonames_city_21086,false
dbpedia1_city_1138,geonames_city_21424,true
dbpedia1_city_1138,geonames_city_7201,false
dbpedia1_city_2978,geonames_city_16105,true
dbpedia1_city_2979,geonames_city_16105,true
dbpedia1_city_1223,geonames_city_20293,true
dbpedia1_city_1223,geonames_city_21508,false
dbpedia1_city_1223,geonames_city_21278,false
dbpedia1_city_1092,geonames_city_22261,true
dbpedia1_city_2003,geonames_city_22261,true
dbpedia1_city_1137,geonames_city_20603,true
dbpedia1_city_1137,geonames_city_21711,false
dbpedia1_city_64,geonames_city_20603,true
dbpedia1_city_64,geonames_city_21711,false
dbpedia1_city_403,geonames_city_20449,true
dbpedia1_city_820,geonames_city_20449,true
dbpedia1_city_2953,geonames_city_16833,true
dbpedia1_city_2956,geonames_city_16833,true
dbpedia1_city_1205,geonames_city_21158,true
dbpedia1_city_1205,geonames_city_22262,false
dbpedia1_city_2056,geonames_city_21158,false
dbpedia1_city_2056,geonames_city_22262,true
dbpedia1_city_43,geonames_city_19752,true
dbpedia1_city_43,geonames_city_13305,false
dbpedia1_city_890,geonames_city_20485,true
dbpedia1_city_890,geonames_city_22173,false
dbpedia1_city_2995,geonames_city_18782,true
dbpedia1_city_2996,geonames_city_18782,true
dbpedia1_city_2021,geonames_city_20716,false
dbpedia1_city_2021,geonames_city_21719,false
dbpedia1_city_2021,geonames_city_20087,true
dbpedia1_city_2021,geonames_city_21088,false
dbpedia1_city_2072,geonames_city_20716,false
dbpedia1_city_2072,geonames_city_21719,false
dbpedia1_city_2072,geonames_city_20087,false
dbpedia1_city_2072,geonames_city_21088,true
dbpedia1_city_2095,geonames_city_20900,true
dbpedia1_city_2095,geonames_city_7649,false
dbpedia1_city_437,geonames_city_20608,true
dbpedia1_city_899,geonames_city_20608,true
dbpedia1_city_2011,geonames_city_21725,false
dbpedia1_city_2011,geonames_city_20552,true
dbpedia1_city_2011,geonames_city_21286,false
dbpedia1_city_2011,geonames_city_7646,false
