"[0] CityNameComparatorLevenshtein","[1] CityLatitudeComparatorAbsolute","[2] CityLongtitudeComparatorAbsolute","finalValue","isMatch","label"
"1.0","0.9292827441406644","0.9906543457031489","0.8759811269531439","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9122348095703217","0.8266961816406138","0.8216792973632806","true","1"
"1.0","0.9757996948242038","0.9007471679687455","0.8629640588378847","true","1"
"0.9","0.0","0.0","0.27","false","0"
"1.0","0.995375576171881","0.944989921874992","0.8821096494140619","true","1"
"1.0","0.9899435107421937","0.9670271777343942","0.8870912065429764","true","1"
"1.0","0.9493774023437425","0.993851298828119","0.8829686103515584","true","1"
"1.0","0.9757996948242038","0.9007471679687455","0.8629640588378847","true","1"
"1.0","0.9779612207031221","0.954081223144513","0.8796127331542904","true","1"
"1.0","0.0","0.0","0.3","false","0"
"0.8571428571428572","0.0","0.0","0.2571428571428572","false","0"
"1.0","0.9642409179687661","0.9907050390625045","0.8864837871093811","true","1"
"1.0","0.9752595458984388","0.9819474804687616","0.88716210791016","true","1"
"1.0","0.9904687011718636","0.9996112988280288","0.8970239999999676","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9779612207031221","0.954081223144513","0.8796127331542904","true","1"
"1.0","0.9759207629394524","0.987599988079072","0.8890562253055573","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9683479321288928","0.9801288232421825","0.8845430266113226","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9313999999999965","0.9722399999999993","0.8710919999999986","true","1"
"1.0","0.9899435107421937","0.9670271777343942","0.8870912065429764","true","1"
"0.8571428571428572","0.0","0.0","0.2571428571428572","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.929601528320319","0.9450180078123935","0.8623858608398136","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9292827441406644","0.9906543457031489","0.8759811269531439","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9998598486328092","0.9991151171875003","0.899692489746093","true","1"
"1.0","0.998690991210907","0.9915911425781019","0.8970846401367025","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9999132812500022","0.999636640624999","0.8998649765625004","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9122348095703217","0.8266961816406138","0.8216792973632806","true","0"
"1.0","0.9493774023437425","0.993851298828119","0.8829686103515584","true","1"
"0.9","0.0","0.0","0.27","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9478986230468536","0.9827279443359203","0.8791879702148322","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.995384121093764","0.9403496191406475","0.8807201220703234","true","1"
"0.9","0.9822219848632869","0.998883964843742","0.8643317849121086","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9442103808593458","0.9734980078125091","0.8753125166015565","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9191496142578046","0.9958213671874887","0.874491294433588","true","1"
"1.0","0.0","0.0","0.3","false","0"
"0.9090909090909091","0.0","0.0","0.2727272727272727","false","0"
"1.0","0.9779612207031221","0.954081223144513","0.8796127331542904","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9875752636718858","0.9888912988281504","0.8929399687500108","true","1"
"0.9","0.9822219848632869","0.998883964843742","0.8643317849121086","true","1"
"1.0","0.9520399999999967","0.8501035058593516","0.8406430517578043","true","1"
"0.8571428571428572","0.0","0.0","0.2571428571428572","false","0"
"1.0","0.0","0.0","0.3","false","1"
"1.0","0.9759207629394524","0.987599988079072","0.8890562253055573","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.995384121093764","0.9403496191406475","0.8807201220703234","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9935276367187384","0.958220156249979","0.8855243378906152","true","1"
"1.0","0.9845419848632844","0.9854715264892562","0.8910040534057622","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9191496142578046","0.9958213671874887","0.874491294433588","true","1"
"1.0","0.9802613720703306","0.9968085546875045","0.8931209780273504","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9419282470703081","0.9913609082031485","0.879986746582037","true","1"
"0.8571428571428572","0.0","0.0","0.2571428571428572","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9971062597656442","0.9997688574218841","0.8990625351562584","true","1"
"1.0","0.9845419848632844","0.9854715264892562","0.8910040534057622","true","1"
