"[0] CountryNameComparatorLevenshtein","finalValue","isMatch","label"
"0.5","0.5","false","1"
"0.25","0.25","false","1"
"0.1428571428571429","0.1428571428571429","false","1"
"0.7777777777777778","0.7777777777777778","false","0"
"0.6363636363636364","0.6363636363636364","false","0"
"1.0","1.0","true","1"
"1.0","1.0","true","1"
"0.75","0.75","false","0"
"0.5833333333333333","0.5833333333333333","false","0"
"0.3571428571428571","0.3571428571428571","false","1"
"1.0","1.0","true","1"
"0.2727272727272727","0.2727272727272727","false","1"
"0.6","0.6","false","0"
"0.23333333333333328","0.23333333333333328","false","1"
"0.6666666666666667","0.6666666666666667","false","0"
"0.8","0.8","false","1"
"0.15625","0.15625","false","1"
"0.7142857142857143","0.7142857142857143","false","0"
"0.7142857142857143","0.7142857142857143","false","0"
"0.4736842105263158","0.4736842105263158","false","1"
"1.0","1.0","true","1"
"0.5714285714285714","0.5714285714285714","false","0"
"1.0","1.0","true","1"
"0.5555555555555556","0.5555555555555556","false","1"
"0.6","0.6","false","0"
"0.6666666666666667","0.6666666666666667","false","0"
"0.3846153846153846","0.3846153846153846","false","1"
"0.6363636363636364","0.6363636363636364","false","0"
"0.5454545454545454","0.5454545454545454","false","0"
"1.0","1.0","true","1"
"0.23809523809523814","0.23809523809523814","false","1"
"1.0","1.0","true","1"
"0.6666666666666667","0.6666666666666667","false","0"
"0.25","0.25","false","1"
"0.9285714285714286","0.9285714285714286","true","1"
"0.7142857142857143","0.7142857142857143","false","0"
"0.7142857142857143","0.7142857142857143","false","0"
"0.8571428571428572","0.8571428571428572","false","1"
"0.5","0.5","false","0"
"0.90625","0.90625","true","1"
"0.36363636363636365","0.36363636363636365","false","1"
"0.625","0.625","false","0"
"0.6666666666666667","0.6666666666666667","false","0"
