"[0] CityNameComparatorLevenshtein","[1] CityLatitudeComparatorAbsolute","[2] CityLongtitudeComparatorAbsolute","finalValue","isMatch","label"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9999920000000202","0.9999880000000019","0.8999940000000066","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"0.9166666666666666","0.0","0.0","0.27499999999999997","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"0.8571428571428572","0.0","0.0","0.2571428571428572","false","0"
"0.8571428571428572","0.0","0.0","0.2571428571428572","false","0"
"0.8888888888888888","0.0","0.0","0.26666666666666666","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","1.0","0.9999867999999879","0.8999960399999963","true","1"
"1.0","0.9005640000000028","0.9822440000000014","0.8648424000000012","true","1"
"0.8888888888888888","0.0","0.0","0.26666666666666666","false","0"
"1.0","0.9942400000000049","0.9032119999999964","0.8692356000000003","true","1"
"1.0","1.0","1.0","0.8999999999999999","true","1"
"1.0","0.0","0.0","0.3","false","0"
"0.8571428571428572","0.0","0.0","0.2571428571428572","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"0.875","0.0","0.0","0.2625","false","0"
"0.8571428571428572","0.0","0.0","0.2571428571428572","false","0"
"0.8888888888888888","0.0","0.0","0.26666666666666666","false","0"
"1.0","0.9999960000000101","0.9999920000000002","0.8999964000000029","true","1"
"1.0","0.9866519999999923","0.9743199999999774","0.888291599999991","true","1"
"1.0","0.9704131999999959","0.9892399999999952","0.8878959599999972","true","1"
"1.0","0.9999880000000019","0.999984000000012","0.8999916000000041","true","1"
"1.0","0.7757040000000046","0.9748639999999966","0.8251704000000004","true","1"
"1.0","0.9899879999999968","0.987760000000037","0.89332440000001","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"0.875","0.0","0.0","0.2625","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"0.9","0.0","0.0","0.27","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9794399999999968","0.971559999999954","0.8852999999999852","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9083320000000015","0.8845200000000002","0.8378556000000005","true","1"
"0.8888888888888888","0.16975599999999957","0.0","0.31759346666666655","false","0"
"0.875","0.0","0.0","0.2625","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","1.0","1.0","0.8999999999999999","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"0.9","0.0","0.0","0.27","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9999880000000019","0.999996000000003","0.8999952000000014","true","1"
"0.875","0.0","0.0","0.2625","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.990199999999998","0.9746800000000349","0.8894640000000098","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9487479999999948","0.998759999999999","0.8842523999999982","true","1"
"0.8888888888888888","0.0","0.0","0.26666666666666666","false","0"
"1.0","1.0","0.9999839999999978","0.8999951999999993","true","1"
"1.0","0.9908399999999915","0.9683320000000002","0.8877515999999974","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9384000000000015","0.9885240000000408","0.8780772000000128","true","1"
"0.8888888888888888","0.0","0.0","0.26666666666666666","false","0"
"1.0","0.9769720000000035","0.9522519999999872","0.8787671999999972","true","1"
"0.8888888888888888","0.0","0.0","0.26666666666666666","false","0"
"0.875","0.0","0.0","0.2625","false","0"
"0.875","0.0","0.0","0.2625","false","0"
"1.0","0.9374267999999972","0.9349332000000175","0.8617080000000044","true","1"
"1.0","0.9999879999999948","0.9999839999999836","0.8999915999999935","true","1"
"0.875","0.0","0.0","0.2625","false","0"
"1.0","0.9913319999999999","0.9311880000000201","0.8767560000000059","true","1"
"1.0","0.9459731999999974","0.9984000000000037","0.8833119600000003","true","1"
"1.0","0.8211199999999934","0.9255599999999617","0.8240039999999864","true","1"
"1.0","0.9999880000000019","0.9999960000000101","0.8999952000000035","true","1"
"1.0","0.845548000000008","0.9255599999999617","0.8313323999999909","true","1"
"0.8888888888888888","0.0","0.0","0.26666666666666666","false","0"
"1.0","0.9999880000000019","0.9999880000000001","0.8999928000000006","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9882280000000065","0.9582520000000159","0.8839440000000067","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9531068000000005","0.9899468000000127","0.8829160800000039","true","1"
"1.0","0.9808800000000133","0.992227999999999","0.8919324000000035","true","1"
"1.0","0.0","0.0","0.3","false","0"
"0.8888888888888888","0.0","0.0","0.26666666666666666","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9827720000000113","0.9551720000000001","0.8813832000000034","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9846119999999985","0.9514119999999995","0.8808071999999993","true","1"
"1.0","0.9612279999999771","0.99108","0.885692399999993","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9686000000000092","0.911988000000008","0.8641764000000052","true","1"
"1.0","0.0","0.0","0.3","false","0"
"1.0","0.9940359999999941","0.9972640000000297","0.897390000000007","true","1"
"1.0","0.0","0.0","0.3","false","0"
