dbpedia2_country_153,worldbank_country_62,true
dbpedia2_country_78,worldbank_country_187,false
dbpedia2_country_78,worldbank_country_188,false
dbpedia2_country_78,worldbank_country_189,false
dbpedia2_country_155,worldbank_country_56,true
dbpedia2_country_156,worldbank_country_25,true
dbpedia2_country_157,worldbank_country_38,false
dbpedia2_country_157,worldbank_country_185,true
dbpedia2_country_158,worldbank_country_13,true
dbpedia2_country_158,worldbank_country_12,false
dbpedia2_country_1,worldbank_country_205,false
dbpedia2_country_80,worldbank_country_155,false
dbpedia2_country_80,worldbank_country_169,true
dbpedia2_country_9,worldbank_country_159,false
dbpedia2_country_82,worldbank_country_192,true
dbpedia2_country_88,worldbank_country_33,true
dbpedia2_country_151,worldbank_country_85,false
dbpedia2_country_99,worldbank_country_152,false
dbpedia2_country_163,worldbank_country_114,false
dbpedia2_country_163,worldbank_country_3,false
dbpedia2_country_163,worldbank_country_149,false
dbpedia2_country_134,worldbank_country_83,false
dbpedia2_country_137,worldbank_country_67,true
dbpedia2_country_28,worldbank_country_182,false
dbpedia2_country_32,worldbank_country_215,false
dbpedia2_country_118,worldbank_country_183,false
dbpedia2_country_50,worldbank_country_195,true
dbpedia2_country_59,worldbank_country_143,false
dbpedia2_country_74,worldbank_country_198,false
dbpedia2_country_74,worldbank_country_200,true
dbpedia2_country_131,worldbank_country_229,true
dbpedia2_country_1,worldbank_country_202,true
dbpedia2_country_139,worldbank_country_201,true
dbpedia2_country_26,worldbank_country_134,true
dbpedia2_country_107,worldbank_country_123,true
dbpedia2_country_78,worldbank_country_106,true
dbpedia2_country_86,worldbank_country_105,true
dbpedia2_country_160,worldbank_country_93,true
dbpedia2_country_138,worldbank_country_88,true
dbpedia2_country_129,worldbank_country_61,true
dbpedia2_country_90,worldbank_country_47,true
dbpedia2_country_102,worldbank_country_48,true
dbpedia2_country_25,worldbank_country_15,true
